消费账号,接口密钥名称,消费接口,消费模型,消费金额,代金券后消费金额,输入消费数,输出消费数,总消费数,消费时间,消费结果
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,128325,0,128325,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,165271,0,165271,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,15385957,0,15385957,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,189313,0,189313,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,80345,11313,91658,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,67781,35444,103225,2026-03-05 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,118837,0,118837,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,74887,0,74887,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,33821616,0,33821616,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,833239,0,833239,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,105948,15818,121766,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,107293,59073,166366,2026-03-05 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,826088,0,826088,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,244392,0,244392,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,47463093,0,47463093,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,1231319,0,1231319,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,171778,53947,225725,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,288383,115084,403467,2026-03-05 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,207133,0,207133,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,284606,0,284606,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,36338122,0,36338122,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,955899,0,955899,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,217432,40911,258343,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,227598,100934,328532,2026-03-05 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,144373,0,144373,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,132021,0,132021,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,856891,0,856891,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,42540148,0,42540148,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,134974,43361,178335,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,190216,78291,268507,2026-03-05 09:00-10:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,261558,0,261558,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,182832,0,182832,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,55284727,0,55284727,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,880965,0,880965,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,195212,47633,242845,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,263361,118165,381526,2026-03-05 08:00-09:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,230581,0,230581,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,151952,0,151952,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,51720330,0,51720330,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,1607179,0,1607179,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,84694,72402,157096,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,330317,126502,456819,2026-03-05 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,57202,0,57202,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,41655,0,41655,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,5150766,0,5150766,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,518385,0,518385,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,16369,4346,20715,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,16409,3654,20063,2026-03-05 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,624361,0,624361,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,124879,0,124879,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,1238790,0,1238790,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,43840234,0,43840234,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,96213,42353,138566,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,192288,88878,281166,2026-03-05 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,105375,0,105375,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,46824,0,46824,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,13619819,0,13619819,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,746173,0,746173,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,3939,10608,14547,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,50883,18589,69472,2026-03-05 04:00-05:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,83657,0,83657,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,154225,0,154225,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,711426,0,711426,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,19172875,0,19172875,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,81154,34402,115556,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,98029,34091,132120,2026-03-05 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,108538,0,108538,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,133314,0,133314,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,715464,0,715464,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,19020918,0,19020918,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,152555,31895,184450,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,161489,48907,210396,2026-03-05 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,215722,0,215722,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,907104,0,907104,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,18353463,0,18353463,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,808080,0,808080,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,218240,36796,255036,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,137032,63877,200909,2026-03-05 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,89173,0,89173,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,67809,0,67809,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,2357349,0,2357349,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,221457,0,221457,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,109573,7870,117443,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0013,0.0013,35758,11217,46975,2026-03-05 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,41655,0,41655,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,224068,0,224068,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,1125887,0,1125887,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,169352,0,169352,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,71651,2541,74192,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,26427,7935,34362,2026-03-04 23:00-24:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,78360,0,78360,2026-03-04 22:00-23:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,108722,0,108722,2026-03-04 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,140452,351,140803,2026-03-04 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,107538,0,107538,2026-03-04 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,68753,203,68956,2026-03-04 21:00-22:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,58770,0,58770,2026-03-04 20:00-21:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,104629,0,104629,2026-03-04 20:00-21:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,99491,308,99799,2026-03-04 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 19:00-20:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,101724,0,101724,2026-03-04 19:00-20:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,62947,210,63157,2026-03-04 19:00-20:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,100532,0,100532,2026-03-04 18:00-19:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,61752,212,61964,2026-03-04 18:00-19:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,99332,0,99332,2026-03-04 17:00-18:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 17:00-18:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,60551,214,60765,2026-03-04 17:00-18:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,97950,0,97950,2026-03-04 16:00-17:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,97872,0,97872,2026-03-04 16:00-17:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,147697,447,148144,2026-03-04 16:00-17:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,705240,0,705240,2026-03-04 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,89599,0,89599,2026-03-04 15:00-16:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,948102,2764,950866,2026-03-04 15:00-16:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,92264,0,92264,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,103184,0,103184,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,9546290,0,9546290,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,546689,0,546689,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,88398,14481,102879,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,129518,16975,146493,2026-03-04 14:00-15:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,872209,0,872209,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,114622,0,114622,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,17331280,0,17331280,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,813269,0,813269,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,563478,33506,596984,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,134572,36157,170729,2026-03-04 13:00-14:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,241596,0,241596,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,58978,0,58978,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,9527422,0,9527422,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,618953,0,618953,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,91554,9244,100798,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,30747,11433,42180,2026-03-04 12:00-13:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,49842,0,49842,2026-03-04 11:00-12:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,10985,154,11139,2026-03-04 11:00-12:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,48816,0,48816,2026-03-04 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 10:00-11:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,9973,168,10141,2026-03-04 10:00-11:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 09:00-10:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,47790,0,47790,2026-03-04 09:00-10:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,8946,259,9205,2026-03-04 09:00-10:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,46764,0,46764,2026-03-04 08:00-09:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,7928,183,8111,2026-03-04 08:00-09:00,SUCCESS
主账号,coding_plan,code_plan_purchase,subscribe,0.0000,0.0000,<nil>,<nil>,0,2026-03-04 08:00-09:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,45738,0,45738,2026-03-04 07:00-08:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 07:00-08:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,6893,172,7065,2026-03-04 07:00-08:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,44712,0,44712,2026-03-04 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 06:00-07:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,5865,171,6036,2026-03-04 06:00-07:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 05:00-06:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,43648,0,43648,2026-03-04 05:00-06:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,4832,221,5053,2026-03-04 05:00-06:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,78360,0,78360,2026-03-04 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,41449,0,41449,2026-03-04 04:00-05:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,6113,518,6631,2026-03-04 04:00-05:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,92573,0,92573,2026-03-04 03:00-04:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 03:00-04:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,53711,174,53885,2026-03-04 03:00-04:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,91529,0,91529,2026-03-04 02:00-03:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 02:00-03:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,52657,163,52820,2026-03-04 02:00-03:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,91007,0,91007,2026-03-04 01:00-02:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,39180,0,39180,2026-03-04 01:00-02:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,52149,175,52324,2026-03-04 01:00-02:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,99197,0,99197,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,59684,0,59684,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,9116874,0,9116874,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,846459,0,846459,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,52188,14785,66973,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,40153,15733,55886,2026-03-04 00:00-01:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,219757,0,219757,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1503984,0,1503984,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,51175011,0,51175011,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,1260949,0,1260949,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,218648,81329,299977,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,230154,85568,315722,2026-03-03 23:00-24:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,446996,0,446996,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,5395355,0,5395355,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,42798102,0,42798102,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,1033995,0,1033995,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,262282,81322,343604,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,230016,87939,317955,2026-03-03 22:00-23:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,257714,0,257714,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,1845052,0,1845052,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.5,0.0000,0.0000,37711224,0,37711224,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,977455,0,977455,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.1,0.0000,0.0000,284455,57952,342407,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,chatcompletion-v2(Text API),MiniMax-M2.5,0.0000,0.0000,216715,83976,300691,2026-03-03 21:00-22:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.1,0.0000,0.0000,97208,0,97208,2026-03-03 20:00-21:00,SUCCESS
主账号,coding_plan,cache-read(Text API),MiniMax-M2.1,0.0000,0.0000,79323,0,79323,2026-03-03 20:00-21:00,SUCCESS
主账号,coding_plan,cache-create(Text API),MiniMax-M2.5,0.0000,0.0000,614026,0,614026,2026-03-03 20:00-21:00,SUCCESS
